record_id,district,latitude,longitude,elevation_m,slope_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_index,soil_type,geology,land_cover,ndvi,road_distance_km,river_distance_km,road_cutting,deforestation_index,landslide_occurrence,risk_score,risk_level
9077,Jorhat,25.78081,94.757786,35.46,6.94,44.14,137.48,476.35,0.292,sandy_loam,alluvium,grassland,0.806,0.462,0.02,0,0.079,1,28.75,Moderate
9078,Sivasagar,24.724345,90.174184,16.87,2.96,163.1,481.13,965.64,0.541,weathered_rock,alluvium,forest,0.626,0.037,0.719,0,0.397,1,63.74,High
9079,Dhemaji,24.508208,90.504981,17.75,5.44,37.33,163.46,507.1,0.302,alluvial,shale,grassland,0.532,2.815,1.32,0,0.437,0,26.77,Moderate
9080,Karbi Anglong,24.489029,90.870938,151.89,12.48,42.82,210.18,699.31,0.414,clayey,granite,grassland,0.552,2.132,0.222,0,0.308,0,48.49,Moderate
9081,Cachar,24.001501,91.279697,439.37,10.84,36.11,112.12,295.17,0.326,lateritic,weathered_mixed_rock,shrubland,0.674,3.509,0.507,0,0.419,0,36.53,Moderate
9082,Goalpara,27.404969,90.007797,482.9,31.68,176.12,650.0,1200.0,0.508,alluvial,gneiss,cropland,0.372,9.003,0.092,0,0.701,1,87.11,Very High
9083,Cachar,25.126101,94.986677,479.71,11.5,59.29,283.52,450.9,0.431,weathered_rock,alluvium,forest,0.634,15.138,0.043,0,0.302,1,52.98,High
9084,Dibrugarh,24.0396,95.379642,80.26,1.36,37.3,183.42,376.63,0.261,weathered_rock,alluvium,forest,0.584,1.651,1.684,0,0.532,0,23.1,Low
9085,Cachar,24.955215,93.148282,1065.79,24.23,54.38,310.53,784.92,0.485,clayey,weathered_mixed_rock,shrubland,0.516,1.37,4.451,1,0.456,1,73.11,High
9086,Karbi Anglong,24.242918,95.366367,503.2,28.71,41.25,82.43,189.67,0.415,alluvial,shale,grassland,0.626,1.085,2.814,0,0.111,1,58.32,High
9087,Hailakandi,24.194736,95.319491,589.05,4.99,118.16,310.53,724.47,0.302,weathered_rock,alluvium,shrubland,0.744,0.628,1.25,1,0.148,1,53.94,High
9088,Majuli,27.416192,91.609832,65.14,2.03,88.79,336.25,1069.73,0.428,clayey,weathered_mixed_rock,forest,0.688,6.176,1.773,0,0.356,0,41.31,Moderate
9089,Karbi Anglong,24.055987,92.522647,322.37,12.08,78.98,156.36,400.65,0.368,clayey,shale,built_up,0.455,10.099,2.655,0,0.697,1,45.76,Moderate
9090,Udalguri,27.718648,91.042456,699.2,48.0,118.26,298.08,968.76,0.445,alluvial,shale,grassland,0.767,4.494,0.95,0,0.221,1,85.39,Very High
9091,Hailakandi,24.868849,95.955612,428.77,3.76,69.32,142.92,526.94,0.448,weathered_rock,weathered_mixed_rock,cropland,0.445,6.547,0.162,0,0.744,1,38.32,Moderate
9092,Dima Hasao,28.095802,93.372183,582.94,13.86,43.9,145.16,272.54,0.342,clayey,weathered_mixed_rock,cropland,0.521,0.519,1.121,1,0.556,1,53.7,High
9093,Goalpara,27.257274,94.374037,303.34,21.1,85.48,186.87,721.68,0.308,clayey,shale,built_up,0.826,1.279,1.83,0,0.078,0,56.66,High
9094,Lakhimpur,25.054284,95.724,39.88,4.07,57.66,124.46,461.03,0.277,alluvial,shale,cropland,0.606,2.376,1.151,0,0.376,0,23.18,Low
9095,Kamrup,25.258322,90.041951,1042.97,20.45,57.31,209.69,671.31,0.535,clayey,alluvium,forest,0.705,1.984,0.632,0,0.1,1,60.28,High
9096,Morigaon,25.172916,92.112691,42.97,0.48,57.11,207.86,561.81,0.512,sandy_loam,weathered_mixed_rock,forest,0.42,0.4,2.105,0,0.488,1,33.88,Moderate
9097,West Karbi Anglong,24.945754,92.069735,314.14,5.93,24.4,134.11,411.62,0.365,lateritic,alluvium,forest,0.609,2.784,2.556,1,0.256,1,35.84,Moderate
9098,Dima Hasao,25.057385,92.645855,639.81,32.58,42.09,191.71,734.85,0.387,alluvial,granite,grassland,0.681,1.818,1.033,0,0.448,1,68.69,High
9099,Dhubri,26.582582,91.270591,32.57,5.92,38.98,210.88,634.64,0.324,lateritic,sandstone,cropland,0.572,0.758,4.867,0,0.278,1,32.04,Moderate
9100,Cachar,26.817516,91.142575,158.91,31.13,31.83,174.26,439.0,0.338,alluvial,alluvium,forest,0.527,6.9,2.544,0,0.357,1,62.74,High
9101,Kamrup Metropolitan,24.909237,93.860632,246.02,12.38,116.72,398.13,1200.0,0.488,clayey,gneiss,cropland,0.483,7.62,1.038,0,0.445,1,65.2,High
9102,Jorhat,27.64505,94.46565,13.46,5.23,17.91,96.19,270.22,0.279,clayey,sandstone,cropland,0.357,5.871,0.059,0,0.49,1,22.01,Low
9103,Cachar,27.300273,90.960838,96.53,10.71,74.11,268.15,576.47,0.357,clayey,gneiss,cropland,0.598,1.588,2.984,0,0.452,1,50.23,High
9104,Dhemaji,26.103562,92.969455,112.45,1.6,29.48,181.95,555.31,0.279,sandy_loam,sandstone,forest,0.699,0.774,7.284,0,0.197,0,21.71,Low
9105,Karbi Anglong,24.638469,89.955831,720.22,11.85,72.69,203.68,649.82,0.433,alluvial,gneiss,grassland,0.427,2.892,0.135,0,0.53,0,49.75,Moderate
9106,West Karbi Anglong,25.714377,92.555821,213.68,24.41,57.57,242.63,425.85,0.471,alluvial,gneiss,cropland,0.351,4.485,2.806,0,0.403,1,64.64,High
9107,Karbi Anglong,25.652897,92.187595,422.45,18.23,125.49,483.23,1200.0,0.55,colluvial,weathered_mixed_rock,grassland,0.462,2.034,0.106,1,0.398,1,78.71,Very High
9108,Golaghat,27.874547,92.62574,34.4,10.6,11.7,56.1,277.19,0.177,sandy_loam,alluvium,cropland,0.523,0.242,2.105,0,0.25,0,22.23,Low
9109,Karbi Anglong,27.712192,90.207099,484.17,23.18,160.11,404.9,1200.0,0.375,colluvial,granite,shrubland,0.557,0.251,1.188,0,0.776,1,75.84,Very High
9110,Dhemaji,24.155422,92.593747,19.48,1.73,60.78,192.41,427.03,0.194,colluvial,alluvium,forest,0.499,0.951,0.949,0,0.293,0,23.65,Low
9111,Karimganj,24.023304,94.723708,461.81,6.28,77.7,207.93,516.75,0.332,weathered_rock,shale,shrubland,0.659,0.26,0.997,0,0.421,0,43.88,Moderate
9112,Kamrup,27.323789,93.578009,180.58,22.83,33.81,133.38,351.41,0.356,alluvial,alluvium,cropland,0.769,1.812,0.145,0,0.281,1,53.52,High
9113,Kamrup,24.481514,92.621211,230.43,6.27,81.13,377.54,1200.0,0.39,alluvial,sandstone,built_up,0.607,0.786,0.241,1,0.32,1,60.27,High
9114,Goalpara,24.863173,93.873357,200.61,15.31,102.22,274.36,914.66,0.367,sandy_loam,granite,forest,0.811,0.688,1.026,0,0.166,1,57.6,High
9115,Cachar,28.06833,90.300056,440.54,13.12,129.13,214.79,409.21,0.431,clayey,weathered_mixed_rock,grassland,0.662,2.447,0.11,0,0.256,1,55.82,High
9116,Goalpara,25.552624,89.900633,712.08,12.34,91.81,272.79,763.37,0.4,alluvial,gneiss,bare_land,0.492,4.412,0.165,0,0.585,1,55.43,High
9117,Udalguri,27.608936,95.373861,592.78,19.91,59.27,168.22,450.84,0.28,sandy_loam,gneiss,cropland,0.762,1.989,1.599,0,0.179,1,50.13,High
9118,Majuli,24.708025,95.834491,72.55,4.25,40.01,162.65,643.73,0.388,alluvial,sandstone,built_up,0.567,2.944,1.093,0,0.291,1,26.69,Moderate
9119,Karimganj,26.924624,94.936476,183.53,25.13,112.82,227.79,805.39,0.376,clayey,shale,built_up,0.604,1.221,0.982,1,0.146,1,69.1,High
9120,Morigaon,26.697165,91.893232,58.8,9.55,79.16,218.8,780.36,0.376,alluvial,weathered_mixed_rock,cropland,0.715,6.638,1.373,0,0.366,0,40.63,Moderate
9121,Baksa,27.162551,94.020398,11.54,0.44,175.9,445.28,1200.0,0.468,weathered_rock,gneiss,forest,0.508,1.183,0.88,0,0.357,1,55.95,High
9122,Goalpara,25.254666,91.557217,1138.42,26.79,124.46,308.42,1139.66,0.408,sandy_loam,gneiss,cropland,0.473,0.546,0.362,1,0.44,1,74.88,High
9123,Sonitpur,24.589025,90.117047,1779.96,11.29,103.68,338.19,1140.38,0.431,alluvial,sandstone,forest,0.684,4.411,0.634,0,0.298,1,57.18,High
9124,Chirang,24.327934,92.176789,63.14,1.99,90.56,365.55,822.0,0.334,sandy_loam,granite,cropland,0.532,3.304,0.805,0,0.269,0,39.69,Moderate
9125,Hailakandi,26.929459,89.810177,676.42,32.37,37.58,230.98,408.13,0.262,sandy_loam,alluvium,built_up,0.715,0.436,0.335,0,0.1,0,68.77,High
9126,Karimganj,26.85029,90.96939,99.08,12.72,109.44,285.13,528.46,0.466,weathered_rock,shale,cropland,0.453,2.708,2.007,1,0.294,1,62.99,High
9127,Hailakandi,24.075289,89.937586,273.32,7.7,50.42,177.89,630.8,0.279,sandy_loam,alluvium,built_up,0.644,8.228,0.243,0,0.552,1,35.57,Moderate
9128,Udalguri,26.576943,93.283476,519.98,36.81,52.98,194.5,781.75,0.223,alluvial,sandstone,forest,0.575,3.413,2.247,0,0.242,0,68.57,High
9129,Dhemaji,24.622905,94.085521,96.12,3.03,98.33,326.91,1000.18,0.299,sandy_loam,sandstone,cropland,0.816,3.065,3.024,0,0.06,0,35.81,Moderate
9130,Karimganj,24.170715,93.956449,133.93,18.26,21.41,101.53,261.44,0.289,clayey,weathered_mixed_rock,forest,0.507,0.401,1.098,1,0.274,0,52.46,High
9131,West Karbi Anglong,26.225763,91.767336,672.76,13.74,52.59,170.48,510.23,0.351,clayey,shale,forest,0.568,3.622,3.141,0,0.334,1,44.33,Moderate
9132,Tinsukia,24.971368,90.272021,73.85,2.86,77.06,305.85,737.47,0.272,alluvial,weathered_mixed_rock,forest,0.632,2.864,0.151,0,0.312,1,35.88,Moderate
9133,Kamrup,26.314667,93.059175,200.93,15.83,57.17,248.85,815.99,0.446,sandy_loam,shale,forest,0.646,2.51,0.167,1,0.219,1,61.74,High
9134,West Karbi Anglong,27.083692,89.913686,386.46,9.18,42.4,120.44,412.33,0.361,alluvial,gneiss,forest,0.628,0.489,0.365,0,0.187,0,36.11,Moderate
9135,Sivasagar,27.98111,91.545992,35.51,7.07,10.64,86.65,275.53,0.324,sandy_loam,sandstone,cropland,0.64,0.844,0.537,0,0.305,1,24.32,Low
9136,Kamrup Metropolitan,25.469139,94.466311,767.42,4.62,23.43,74.86,345.43,0.444,sandy_loam,weathered_mixed_rock,forest,0.637,3.063,0.258,0,0.363,1,27.49,Moderate
9137,Sonitpur,25.817259,93.743614,1001.75,20.68,42.17,167.3,443.21,0.335,alluvial,shale,forest,0.747,0.438,0.223,1,0.197,0,60.23,High
9138,Cachar,24.703537,90.209231,317.06,22.28,101.11,240.47,609.79,0.372,sandy_loam,shale,built_up,0.679,0.02,0.865,1,0.13,1,67.76,High
9139,Goalpara,27.102648,95.886408,301.44,10.55,66.05,117.17,436.11,0.344,colluvial,sandstone,shrubland,0.666,2.236,1.274,1,0.283,1,45.68,Moderate
9140,Udalguri,27.538985,92.6375,350.86,6.01,117.1,325.04,1200.0,0.429,alluvial,granite,grassland,0.686,0.918,0.523,1,0.256,1,58.31,High
9141,Hailakandi,27.027806,93.64727,50.9,12.72,185.35,411.37,987.4,0.475,weathered_rock,granite,forest,0.591,1.121,1.633,0,0.207,1,68.56,High
9142,Karbi Anglong,25.903814,95.074402,177.46,17.92,33.61,174.15,590.05,0.552,colluvial,alluvium,shrubland,0.542,2.548,0.059,1,0.339,1,61.44,High
9143,Karimganj,26.408436,93.142791,728.48,3.84,66.23,289.32,753.33,0.369,alluvial,gneiss,grassland,0.538,7.477,0.414,0,0.401,0,40.56,Moderate
9144,Kamrup,24.945852,91.527051,292.72,35.45,49.06,166.3,558.21,0.339,alluvial,weathered_mixed_rock,forest,0.506,3.395,2.022,0,0.636,1,69.54,High
9145,Tinsukia,27.162188,95.488685,114.38,3.81,49.95,154.23,464.11,0.392,clayey,shale,forest,0.627,4.342,1.42,0,0.308,1,26.96,Moderate
9146,Hailakandi,26.84379,94.732175,463.99,21.77,205.95,584.05,1200.0,0.588,weathered_rock,alluvium,forest,0.645,1.115,1.922,1,0.519,1,82.49,Very High
9147,Cachar,27.976897,94.631652,516.37,5.23,175.85,531.71,1096.21,0.398,weathered_rock,alluvium,cropland,0.554,0.511,1.703,1,0.164,0,68.63,High
9148,Hailakandi,26.440904,90.770578,155.79,15.09,33.95,195.96,665.89,0.421,clayey,alluvium,built_up,0.605,3.567,0.815,0,0.237,0,48.52,Moderate
9149,Hailakandi,27.221979,95.49341,372.83,33.58,41.3,220.03,899.93,0.396,alluvial,granite,shrubland,0.777,3.634,2.846,0,0.321,1,70.11,High
9150,Kamrup,26.152741,90.537206,595.94,23.74,49.64,104.34,394.49,0.152,lateritic,alluvium,built_up,0.607,3.982,2.405,0,0.383,1,46.51,Moderate
9151,Kamrup,27.591526,91.019071,144.11,35.32,40.78,145.21,489.4,0.354,sandy_loam,shale,bare_land,0.553,3.099,0.824,0,0.308,1,68.22,High
9152,Goalpara,26.551274,95.879544,393.15,8.53,98.8,177.39,619.94,0.473,clayey,weathered_mixed_rock,cropland,0.53,0.407,1.279,0,0.255,1,48.35,Moderate
9153,Karbi Anglong,25.999496,93.791378,232.51,6.61,41.86,166.57,448.23,0.297,alluvial,gneiss,shrubland,0.496,0.841,2.199,1,0.553,1,42.24,Moderate
9154,Goalpara,24.622649,95.148017,387.17,9.55,45.37,214.47,661.04,0.354,lateritic,weathered_mixed_rock,bare_land,0.587,0.387,0.853,1,0.301,1,52.86,High
9155,Karbi Anglong,27.45656,92.804838,239.42,11.84,62.52,301.32,653.49,0.288,clayey,weathered_mixed_rock,forest,0.641,5.177,1.41,0,0.328,0,50.26,High
9156,Dima Hasao,27.478389,92.476406,514.9,13.75,38.14,149.4,542.3,0.198,alluvial,granite,cropland,0.63,1.132,0.174,0,0.226,1,38.95,Moderate
9157,Dhubri,25.351896,90.389034,37.8,6.43,10.0,62.31,317.54,0.208,lateritic,alluvium,grassland,0.447,0.064,4.743,0,0.53,0,19.98,Low
9158,Udalguri,25.906248,92.538631,959.19,23.12,47.92,228.81,680.04,0.43,weathered_rock,weathered_mixed_rock,forest,0.658,0.032,0.708,1,0.316,1,68.36,High
9159,Sonitpur,25.774729,93.615452,165.84,33.03,65.79,123.45,580.9,0.388,sandy_loam,alluvium,forest,0.432,4.86,0.465,0,0.462,1,65.89,High
9160,Hailakandi,25.452773,95.375343,509.76,19.49,71.6,343.64,657.25,0.479,sandy_loam,gneiss,forest,0.499,2.317,6.527,1,0.276,1,70.04,High
9161,Kokrajhar,26.127325,95.106091,17.61,2.55,51.86,192.79,402.32,0.268,clayey,alluvium,forest,0.504,0.361,0.596,0,0.199,1,26.87,Moderate
9162,Sonitpur,26.170821,94.637648,323.51,11.64,43.62,108.15,468.62,0.35,weathered_rock,sandstone,forest,0.517,6.72,2.445,0,0.533,0,37.08,Moderate
9163,Sivasagar,24.334888,92.547234,62.38,2.14,98.07,206.77,613.58,0.343,lateritic,sandstone,grassland,0.454,0.71,1.674,0,0.663,0,34.08,Moderate
9164,Cachar,25.115266,90.359411,851.18,13.74,104.7,310.82,990.29,0.433,sandy_loam,gneiss,bare_land,0.725,0.254,0.697,0,0.09,1,60.99,High
9165,Karimganj,24.239983,89.952334,578.73,14.46,38.36,125.09,454.18,0.42,lateritic,granite,forest,0.764,10.066,1.223,0,0.232,1,41.45,Moderate
9166,Nagaon,27.12702,90.050593,85.03,1.73,39.61,130.05,392.91,0.375,alluvial,shale,cropland,0.542,0.256,3.49,0,0.279,0,23.65,Low
9167,Hojai,27.089836,92.475836,97.21,0.46,179.97,350.06,928.66,0.416,clayey,alluvium,bare_land,0.673,0.207,5.087,0,0.454,0,49.51,Moderate
9168,Karbi Anglong,25.245687,93.59488,423.07,14.25,96.67,334.86,953.0,0.351,lateritic,weathered_mixed_rock,forest,0.502,2.721,1.138,1,0.404,1,64.54,High
9169,West Karbi Anglong,26.497446,91.436583,211.92,44.39,77.47,357.23,910.69,0.488,sandy_loam,sandstone,grassland,0.726,1.168,0.069,0,0.175,1,87.81,Very High
9170,West Karbi Anglong,25.84685,90.495885,134.1,14.14,42.4,112.01,527.26,0.272,alluvial,alluvium,cropland,0.546,0.231,1.42,0,0.385,0,40.24,Moderate
9171,West Karbi Anglong,24.662799,92.835624,118.57,14.75,43.57,157.54,433.82,0.474,alluvial,sandstone,cropland,0.667,0.214,3.07,1,0.286,1,55.93,High
9172,Hojai,26.887146,89.939009,50.26,2.83,45.66,124.51,448.79,0.305,colluvial,sandstone,shrubland,0.641,0.216,0.179,0,0.35,0,26.28,Moderate
9173,Dima Hasao,27.327923,93.00815,412.95,32.78,99.19,152.76,378.23,0.359,alluvial,granite,grassland,0.372,2.949,1.3,0,0.671,1,68.18,High
9174,Dima Hasao,25.439032,91.51278,121.77,13.07,66.98,268.73,978.85,0.326,sandy_loam,weathered_mixed_rock,forest,0.688,4.749,1.688,0,0.433,0,50.8,High
9175,West Karbi Anglong,26.20052,95.891902,88.52,23.81,45.36,214.08,448.26,0.267,sandy_loam,sandstone,forest,0.558,2.313,0.057,1,0.305,1,63.62,High
9176,Karbi Anglong,24.781499,91.185581,478.08,15.7,60.89,155.63,357.62,0.441,clayey,sandstone,forest,0.646,0.367,3.455,1,0.231,1,56.81,High
9177,West Karbi Anglong,24.258786,90.967974,669.6,30.24,45.55,108.98,343.25,0.256,sandy_loam,gneiss,bare_land,0.695,1.36,0.654,0,0.372,1,59.84,High
9178,Golaghat,25.132222,90.204364,43.06,2.89,21.51,113.08,362.19,0.287,sandy_loam,weathered_mixed_rock,grassland,0.542,1.715,0.083,0,0.259,0,20.81,Low
9179,Kamrup Metropolitan,27.52363,93.237233,614.05,21.77,79.34,235.43,915.19,0.413,alluvial,weathered_mixed_rock,shrubland,0.467,7.809,0.468,0,0.514,1,62.91,High
9180,Dima Hasao,27.311752,94.905346,359.25,41.04,18.08,90.26,379.32,0.357,sandy_loam,gneiss,cropland,0.561,1.365,0.202,1,0.367,0,72.75,High
9181,Hailakandi,25.013591,93.750705,1011.62,6.27,74.19,275.81,818.89,0.452,alluvial,weathered_mixed_rock,forest,0.728,1.043,0.438,0,0.181,1,47.86,Moderate
9182,Hailakandi,24.269548,94.823964,244.41,38.17,42.35,185.79,686.85,0.29,colluvial,shale,shrubland,0.689,2.045,0.156,0,0.157,0,72.38,High
9183,Dima Hasao,27.562032,92.00354,283.22,12.89,54.57,213.63,874.69,0.347,clayey,alluvium,forest,0.711,0.829,0.843,1,0.224,1,54.49,High
9184,Biswanath,26.67044,92.541641,265.11,2.5,18.64,93.5,339.41,0.317,clayey,gneiss,grassland,0.626,2.417,0.408,0,0.263,1,18.52,Low
9185,Lakhimpur,24.383601,95.800106,263.78,1.32,70.96,289.72,886.36,0.359,alluvial,gneiss,cropland,0.743,7.243,0.054,0,0.102,1,32.43,Moderate
9186,Dhemaji,27.057132,91.894359,53.62,3.43,75.41,202.34,465.05,0.27,alluvial,sandstone,shrubland,0.555,1.085,3.369,0,0.331,1,28.03,Moderate
9187,Tinsukia,26.235134,93.581044,22.38,1.31,41.65,127.83,466.13,0.289,colluvial,gneiss,forest,0.714,0.73,0.907,0,0.151,0,20.42,Low
9188,Dima Hasao,24.592517,92.875163,276.07,17.51,129.81,306.81,561.69,0.371,lateritic,gneiss,forest,0.54,1.52,2.99,1,0.399,1,66.81,High
9189,Karimganj,24.092157,90.636816,138.29,19.42,43.44,159.79,449.66,0.27,weathered_rock,granite,cropland,0.414,4.655,2.601,0,0.386,1,48.53,Moderate
9190,Golaghat,27.612671,95.102312,21.57,2.65,35.29,96.24,302.4,0.319,sandy_loam,sandstone,forest,0.4,4.133,0.762,0,0.549,0,19.41,Low
9191,Chirang,25.224284,90.750383,51.54,5.07,58.74,147.86,413.34,0.327,clayey,weathered_mixed_rock,bare_land,0.765,1.291,3.037,0,0.004,0,27.38,Moderate
9192,Dima Hasao,26.354249,89.983531,262.44,15.82,57.3,128.72,410.81,0.333,alluvial,alluvium,cropland,0.652,0.341,4.277,0,0.387,1,45.66,Moderate
9193,Dhubri,24.641261,91.40874,70.95,1.81,78.02,274.32,724.05,0.383,alluvial,weathered_mixed_rock,forest,0.588,7.335,0.555,0,0.279,0,33.92,Moderate
9194,Golaghat,26.917449,93.62757,31.04,2.31,43.48,126.81,297.12,0.33,sandy_loam,weathered_mixed_rock,forest,0.73,1.556,1.96,0,0.131,0,20.98,Low
9195,Hojai,24.233181,95.241468,88.78,8.11,53.69,232.69,654.27,0.353,sandy_loam,gneiss,shrubland,0.644,2.945,0.751,0,0.53,1,38.53,Moderate
9196,Dima Hasao,27.59627,91.304918,501.16,31.01,93.85,269.22,825.49,0.323,lateritic,weathered_mixed_rock,grassland,0.556,0.798,2.582,1,0.129,1,74.14,High
9197,Tinsukia,26.437585,94.012027,24.85,5.56,65.48,238.29,748.85,0.316,sandy_loam,shale,built_up,0.516,3.433,1.536,0,0.457,0,34.85,Moderate
9198,Karimganj,24.428717,95.877244,602.08,3.89,43.1,174.85,351.7,0.402,weathered_rock,sandstone,grassland,0.609,6.008,0.229,0,0.114,0,32.26,Moderate
9199,Biswanath,26.390233,92.067279,62.88,4.42,68.03,214.84,515.59,0.359,lateritic,weathered_mixed_rock,cropland,0.477,14.73,4.444,0,0.354,0,31.92,Moderate
9200,Kamrup Metropolitan,25.801493,94.577206,635.97,22.17,91.98,319.86,1082.37,0.401,clayey,weathered_mixed_rock,cropland,0.697,2.21,1.019,0,0.329,1,68.5,High
9201,Karimganj,25.176676,91.654418,759.78,12.66,48.23,191.66,572.72,0.466,clayey,sandstone,shrubland,0.645,1.263,1.304,1,0.282,1,55.4,High
9202,Hailakandi,26.896062,92.223261,185.32,15.53,41.85,134.39,252.76,0.299,clayey,weathered_mixed_rock,forest,0.612,2.567,1.805,0,0.329,1,42.98,Moderate
9203,Darrang,27.483253,94.266026,103.07,6.54,67.76,177.33,588.55,0.351,alluvial,weathered_mixed_rock,cropland,0.499,2.695,0.746,0,0.54,0,34.35,Moderate
9204,Goalpara,24.503528,94.998731,399.12,1.96,98.62,244.07,558.15,0.402,clayey,gneiss,forest,0.599,4.454,0.17,0,0.36,1,39.47,Moderate
9205,Dhubri,25.178223,90.680986,43.82,4.56,104.04,254.28,852.65,0.223,alluvial,sandstone,forest,0.667,3.862,2.905,0,0.133,1,30.46,Moderate
9206,Dima Hasao,24.686404,91.541294,558.1,26.94,80.83,238.41,930.99,0.363,clayey,shale,grassland,0.746,7.009,5.65,0,0.338,1,66.24,High
9207,Goalpara,25.95285,95.276427,1110.83,14.92,47.56,203.8,333.29,0.355,clayey,sandstone,grassland,0.699,1.189,0.029,1,0.337,1,57.45,High
9208,Lakhimpur,24.017233,94.912855,25.22,3.07,39.17,207.24,563.32,0.29,weathered_rock,weathered_mixed_rock,shrubland,0.627,6.215,0.487,0,0.239,1,27.52,Moderate
9209,Jorhat,26.986631,90.916777,42.62,1.03,30.15,225.7,625.22,0.269,clayey,gneiss,cropland,0.473,1.134,0.999,0,0.386,0,25.78,Moderate
9210,Darrang,24.181568,92.508007,265.53,8.98,66.17,164.8,386.24,0.368,lateritic,weathered_mixed_rock,built_up,0.626,1.206,0.98,0,0.314,1,38.02,Moderate
9211,Kokrajhar,24.803185,91.86522,95.76,1.21,259.99,650.0,1200.0,0.618,clayey,shale,bare_land,0.612,4.934,1.649,0,0.404,1,67.93,High
9212,Karimganj,27.652968,92.403999,120.03,3.89,66.34,172.72,730.28,0.296,alluvial,weathered_mixed_rock,cropland,0.652,1.06,7.569,1,0.436,0,40.47,Moderate
9213,Dima Hasao,27.516573,93.261528,532.84,9.6,104.79,189.0,622.34,0.469,sandy_loam,weathered_mixed_rock,grassland,0.63,4.495,1.193,0,0.504,0,48.23,Moderate
9214,Hailakandi,26.65632,90.475399,524.8,19.87,26.77,69.35,321.25,0.34,clayey,alluvium,forest,0.455,0.275,0.128,0,0.655,1,49.53,Moderate
9215,Dima Hasao,27.0766,92.381813,308.41,21.45,66.23,117.68,310.61,0.398,clayey,alluvium,forest,0.61,3.726,0.062,0,0.187,1,53.25,High
9216,Cachar,26.390595,94.150855,808.38,48.0,173.19,422.68,1200.0,0.461,lateritic,alluvium,shrubland,0.678,0.035,2.306,1,0.125,1,91.33,Very High
9217,Kamrup,25.686478,90.956884,156.21,22.0,61.9,177.7,441.46,0.331,sandy_loam,alluvium,grassland,0.705,0.02,4.72,1,0.281,0,62.09,High
9218,Kokrajhar,25.034778,94.300107,52.28,2.59,11.24,256.73,828.39,0.39,sandy_loam,sandstone,cropland,0.41,0.249,3.637,0,0.547,0,33.18,Moderate
9219,Hojai,27.906795,90.771956,104.2,3.2,51.65,128.54,380.09,0.261,lateritic,alluvium,shrubland,0.672,0.364,0.106,0,0.191,1,23.88,Low
9220,Karbi Anglong,27.863844,95.524838,238.9,10.74,73.05,183.63,637.17,0.31,weathered_rock,sandstone,grassland,0.561,3.564,0.921,0,0.709,1,44.66,Moderate
9221,Dima Hasao,27.84829,94.74991,148.77,16.87,72.82,173.81,650.36,0.31,sandy_loam,gneiss,grassland,0.648,2.83,2.977,0,0.278,1,47.75,Moderate
9222,Darrang,27.923093,95.364394,28.54,9.23,80.74,221.82,388.72,0.372,alluvial,sandstone,shrubland,0.621,5.502,1.011,0,0.189,0,38.48,Moderate
9223,Kamrup,27.287039,95.539843,241.55,19.15,32.84,201.5,606.68,0.439,lateritic,alluvium,forest,0.628,1.627,0.02,0,0.257,1,56.16,High
9224,West Karbi Anglong,27.855358,91.426565,290.3,19.31,102.07,197.36,473.64,0.252,sandy_loam,weathered_mixed_rock,forest,0.718,0.336,3.899,0,0.336,0,56.16,High
9225,Chirang,27.745401,89.763816,140.34,4.31,45.28,126.46,485.48,0.184,colluvial,granite,forest,0.472,2.432,2.925,0,0.465,0,20.47,Low
9226,Dhubri,25.144621,94.669179,46.17,2.27,83.17,200.81,565.72,0.507,clayey,shale,bare_land,0.491,0.515,0.3,0,0.443,0,40.01,Moderate
9227,Hailakandi,27.631967,92.477872,383.13,22.73,18.51,87.61,349.25,0.309,lateritic,sandstone,forest,0.49,1.837,6.641,1,0.429,0,54.34,High
9228,Baksa,26.412392,95.420421,51.61,1.01,7.0,22.52,133.97,0.326,sandy_loam,weathered_mixed_rock,shrubland,0.583,0.959,3.943,0,0.397,0,12.91,Low
9229,Cachar,26.235039,90.657426,352.02,21.5,79.1,248.31,524.67,0.322,weathered_rock,weathered_mixed_rock,cropland,0.504,0.326,0.178,1,0.457,1,67.32,High
9230,Tinsukia,24.529942,94.812819,71.28,7.01,72.36,182.03,389.36,0.299,clayey,gneiss,bare_land,0.718,4.879,1.232,0,0.196,1,31.36,Moderate
9231,Goalpara,27.661444,94.288074,232.88,2.32,108.19,353.42,1191.28,0.46,clayey,weathered_mixed_rock,shrubland,0.689,0.213,2.279,1,0.39,1,58.42,High
9232,Dima Hasao,25.365774,93.541754,287.51,3.25,88.03,261.04,731.23,0.492,weathered_rock,alluvium,forest,0.709,2.106,1.193,1,0.241,0,50.66,High
9233,Dhubri,24.904658,91.657612,13.26,4.12,110.05,284.82,1100.31,0.395,alluvial,gneiss,cropland,0.808,0.897,0.515,0,0.039,0,41.18,Moderate
